Atom 1,Atom 2,Atom 3,Atom 4,Kchi,Multiplicity (n),Delta,Comments,Line Number
C,CT1,CT2,CT1,0.72,3.0,180.0,[],2762
CT1,CT2,CT1,NH1,0.48,1.0,180.0,[],2763
CT1,CT2,CT1,NH1,0.42,2.0,180.0,[],2764
CT1,CT2,CT1,NH1,0.65,3.0,0.0,['Group-fitted for Phe/Tyr'],2765
CA,CA,CT2,CT1,1.07,1.0,0.0,[],2767
CA,CA,CT2,CT1,0.24,2.0,180.0,[],2768
CA,CA,CT2,CT1,0.17,3.0,180.0,[],2769
C,CT1,CT2,CA,1.28,1.0,180.0,[],2770
C,CT1,CT2,CA,0.94,2.0,180.0,[],2771
C,CT1,CT2,CA,1.57,3.0,180.0,[],2772
CA,CT2,CT1,NH1,0.52,1.0,180.0,[],2773
CA,CT2,CT1,NH1,0.62,2.0,180.0,[],2774
CA,CT2,CT1,NH1,1.58,3.0,0.0,['Fitted Ser'],2775
CT1,CT2,OH1,H,0.02,1.0,0.0,[],2777
CT1,CT2,OH1,H,0.56,2.0,0.0,[],2778
CT1,CT2,OH1,H,0.49,3.0,0.0,[],2779
C,CT1,CT2,OH1,0.65,1.0,180.0,[],2780
C,CT1,CT2,OH1,0.25,2.0,180.0,[],2781
C,CT1,CT2,OH1,1.17,3.0,180.0,[],2782
NH1,CT1,CT2,OH1,0.18,1.0,180.0,[],2783
NH1,CT1,CT2,OH1,0.19,2.0,180.0,[],2784
NH1,CT1,CT2,OH1,1.46,3.0,0.0,['Group-fitted for Ile/Thr'],2785
CT1,CT1,OH1,H,0.18,1.0,0.0,[],2787
CT1,CT1,OH1,H,0.06,2.0,0.0,[],2788
CT1,CT1,OH1,H,0.25,3.0,0.0,[],2789
C,CT1,CT1,OH1,0.79,1.0,180.0,[],2790
C,CT1,CT1,OH1,0.39,2.0,180.0,[],2791
C,CT1,CT1,OH1,0.99,3.0,180.0,[],2792
NH1,CT1,CT1,OH1,0.09,1.0,0.0,[],2793
NH1,CT1,CT1,OH1,0.19,2.0,180.0,[],2794
NH1,CT1,CT1,OH1,0.17,3.0,0.0,['Fitted Trp'],2795
CA,CY,CT2,CT1,0.03,1.0,0.0,[],2797
CA,CY,CT2,CT1,0.55,2.0,0.0,[],2798
CA,CY,CT2,CT1,0.39,3.0,180.0,[],2799
CPT,CY,CT2,CT1,0.36,1.0,180.0,[],2800
CPT,CY,CT2,CT1,0.05,2.0,0.0,[],2801
CPT,CY,CT2,CT1,0.19,3.0,180.0,[],2802
C,CT1,CT2,CY,1.09,1.0,180.0,[],2803
C,CT1,CT2,CY,0.5,2.0,180.0,[],2804
C,CT1,CT2,CY,1.17,3.0,180.0,[],2805
CY,CT2,CT1,NH1,0.29,1.0,180.0,[],2806
CY,CT2,CT1,NH1,0.66,2.0,180.0,[],2807
CY,CT2,CT1,NH1,1.17,3.0,0.0,['Fitted Val'],2808
C,CT1,CT1,CT3,0.14,1.0,180.0,[],2810
C,CT1,CT1,CT3,0.26,2.0,180.0,[],2811
C,CT1,CT1,CT3,0.33,3.0,180.0,[],2812
CT3,CT1,CT1,NH1,0.18,1.0,0.0,[],2813
CT3,CT1,CT1,NH1,0.06,2.0,0.0,[],2814
CT3,CT1,CT1,NH1,0.59,3.0,0.0,"['ASP, CT2->CT2A, jshim']",2815
H,NH1,CT2A,CC,0.0,1.0,0.0,[],2817
X,CT2A,CC,X,0.05,6.0,180.0,[],2818
HB1,CT1,CT2A,CC,0.2,3.0,0.0,[],2819
HA2,CT2A,CC,OC,0.05,6.0,180.0,[],2820
NH3,CT1,CT2A,HA2,0.2,3.0,0.0,[],2821
NH3,CT1,CT2A,CC,0.2,3.0,0.0,[],2822
CC,CT2A,CT1,CC,0.2,3.0,0.0,['termini specific terms'],2823
CPH1,CT2A,CT1,CC,0.2,3.0,0.0,[],2825
CPH1,CT2A,CT1,NH3,0.2,3.0,0.0,[],2826
CPH1,CT2A,CT1,CD,0.2,3.0,0.0,[],2827
HA2,CT2A,CT1,CD,0.2,3.0,0.0,[],2828
CT2,CT2A,CT1,CD,0.2,3.0,0.0,['RESI CYSM and PRES CYSD'],2829
H,NH2,CT1,CS,0.11,3.0,0.0,"['from H    NH2  CT1  CT2 or H    NH2  CT1  CT2 , kevo']",2831
CS,CT1,NH1,C,1.8,1.0,0.0,"['from CT2  CT1  NH1  C   or CT2A CT1  NH1  C , kevo']",2832
H,NH1,CT1,CS,0.0,1.0,0.0,"['from H    NH1  CT1  CT2 or H    NH1  CT1  CT2 , kevo']",2833
N,C,CT1,CS,0.0,1.0,0.0,"['from N    C    CT1  CT2 or N    C    CT1  CT2 , kevo']",2834
NH1,C,CT1,CS,0.0,1.0,0.0,"['from NH1  C    CT1  CT2 or NH1  C    CT1  CT2 , kevo']",2835
O,C,CT1,CS,1.4,1.0,0.0,"['from O    C    CT1  CT2 or O    C    CT1  CT2 , kevo']",2836
HA2,CS,CT1,C,0.2,3.0,0.0,"['from HA2  CT2  CT1  C   or HA2  CT2A CT1  C , kevo']",2837
NH1,CT1,CS,HA2,0.2,3.0,0.0,"['from NH1  CT1  CT2  HA2 or NH1  CT1  CT2A HA2 , kevo']",2838
HB1,CT1,CS,HA2,0.2,3.0,0.0,"['from HB1  CT1  CT2  HA2 or HB1  CT1  CT2A HA2 , kevo']",2839
HB1,CT1,CS,SS,0.2,3.0,0.0,"['from HB1  CT1  CT2  S   or HB1  CT1  CT2A S , kevo']",2840
C,CT1,CS,SS,0.2,3.0,0.0,"['from X    CT1  CT2  X , kevo']",2841
NH1,CT1,CS,SS,0.2,3.0,0.0,"['from X    CT1  CT2  X , kevo', 'Termini']",2842
NH3,CT1,CS,HA2,0.2,3.0,0.0,"['from X    CT1  CT2  X , kevo']",2844
NH3,CT1,CS,SS,0.2,3.0,0.0,"['from X    CT1  CT2  X , kevo']",2845
NH2,CT1,CS,HA2,0.2,3.0,0.0,"['from X    CT1  CT2  X , kevo']",2846
NH2,CT1,CS,SS,0.2,3.0,0.0,"['from X    CT1  CT2  X , kevo']",2847
CC,CT1,CS,HA2,0.2,3.0,0.0,"['from X    CT1  CT2  X , kevo']",2848
CC,CT1,CS,SS,0.2,3.0,0.0,"['from X    CT1  CT2  X , kevo']",2849
CD,CT1,CS,HA2,0.2,3.0,0.0,"['from X    CT1  CT2  X , kevo']",2850
CD,CT1,CS,SS,0.2,3.0,0.0,"['from X    CT1  CT2  X , kevo', 'PRES SERD']",2851
NH1,CT1,CT2,OC,0.2,3.0,0.0,"['from X    CT1  CT2  X , kevo']",2853
NH2,CT1,CT2,OC,0.2,3.0,0.0,"['from X    CT1  CT2  X , kevo']",2854
NH3,CT1,CT2,OC,0.2,3.0,0.0,"['from X    CT1  CT2  X , kevo']",2855
C,CT1,CT2,OC,0.2,3.0,0.0,"['from X    CT1  CT2  X , kevo']",2856
CC,CT1,CT2,OC,0.2,3.0,0.0,"['from X    CT1  CT2  X , kevo']",2857
CD,CT1,CT2,OC,0.2,3.0,0.0,"['from X    CT1  CT2  X , kevo']",2858
HB1,CT1,CT2,OC,0.2,3.0,0.0,"['from X    CT1  CT2  X , kevo', 'lipid section']",2859
X,CTL1,OHL,X,0.14,3.0,0.0,['glycerol'],2861
X,CTL2,OHL,X,0.14,3.0,0.0,['glycerol'],2862
X,CTL3,OHL,X,0.14,3.0,0.0,['glycerol'],2863
OBL,CL,CTL2,HAL2,0.0,6.0,180.0,['acetic acid'],2864
OBL,CL,CTL3,HAL3,0.0,6.0,180.0,['acetic acid'],2865
OSL,CL,CTL2,HAL2,0.0,6.0,180.0,['acetic acid'],2866
OSL,CL,CTL3,HAL3,0.0,6.0,180.0,['acetic acid'],2867
OBL,CL,OSL,CTL1,0.965,1.0,180.0,['methyl acetate'],2868
OBL,CL,OSL,CTL1,3.85,2.0,180.0,['methyl acetate'],2869
OBL,CL,OSL,CTL2,0.965,1.0,180.0,['methyl acetate'],2870
OBL,CL,OSL,CTL2,3.85,2.0,180.0,['methyl acetate'],2871
OBL,CL,OSL,CTL3,0.965,1.0,180.0,['methyl acetate'],2872
OBL,CL,OSL,CTL3,3.85,2.0,180.0,['methyl acetate'],2873
X,CL,OSL,X,2.05,2.0,180.0,['methyl acetate'],2874
X,CTL2,CL,X,0.05,6.0,180.0,['methyl acetate'],2875
X,CTL3,CL,X,0.05,6.0,180.0,['methyl acetate'],2876
X,CL,OHL,X,2.05,2.0,180.0,['acetic acid'],2877
HAL2,CTL2,CL,OHL,0.0,6.0,180.0,[],2878
HAL3,CTL3,CL,OHL,0.0,6.0,180.0,[],2879
OSL,PL,OSL,CTL2,1.2,1.0,180.0,"['phosphate, new NA, 4/98, adm jr.']",2880
OSL,PL,OSL,CTL2,0.1,2.0,180.0,"['phosphate, new NA, 4/98, adm jr.']",2881
OSL,PL,OSL,CTL2,0.1,3.0,180.0,"['phosphate, new NA, 4/98, adm jr.']",2882
O2L,PL,OSL,CTL2,0.1,3.0,0.0,"['phosphate, new NA, 4/98, adm jr.']",2883
OSL,PL,OSL,CTL3,1.2,1.0,180.0,"['phosphate, new NA, 4/98, adm jr.']",2884
OSL,PL,OSL,CTL3,0.1,2.0,180.0,"['phosphate, new NA, 4/98, adm jr.']",2885
OSL,PL,OSL,CTL3,0.1,3.0,180.0,"['phosphate, new NA, 4/98, adm jr.']",2886
O2L,PL,OSL,CTL3,0.1,3.0,0.0,"['phosphate, new NA, 4/98, adm jr.']",2887
OHL,PL,OSL,CTL2,0.95,2.0,0.0,['terminal phosphate'],2888
OHL,PL,OSL,CTL2,0.5,3.0,0.0,['terminal phosphate'],2889
OHL,PL,OSL,CTL3,0.95,2.0,0.0,['terminal phosphate'],2890
OHL,PL,OSL,CTL3,0.5,3.0,0.0,['terminal phosphate'],2891
X,OHL,PL,X,0.3,3.0,0.0,['terminal phosphate'],2892
X,CTL1,OSL,X,0.0,3.0,0.0,"['phosphate, new NA, 4/98, adm jr.']",2893
X,CTL2,OSL,X,0.0,3.0,0.0,"['phosphate, new NA, 4/98, adm jr.']",2894
X,CTL3,OSL,X,0.0,3.0,0.0,"['phosphate, new NA, 4/98, adm jr.']",2895
CTL3,CTL2,OSL,CL,0.7,1.0,180.0,"['ethyl acetate, 12/92']",2896
CTL2,CTL2,OSL,CL,0.7,1.0,180.0,"['ethyl acetate, 12/92']",2897
CTL3,CTL1,OSL,CL,0.7,1.0,180.0,"['ethyl acetate, 12/92']",2898
CTL2,CTL1,OSL,CL,0.7,1.0,180.0,"['ethyl acetate, 12/92']",2899
,,,,,,,"['Unparsed line: CTL1 CTL2 CL   OSL     -0.15    1   180.00 ! methyl propionate, 12/92']",2900
CTL1,CTL2,CL,OSL,0.53,2.0,180.0,"['methyl propionate, 12/92']",2901
,,,,,,,"['Unparsed line: CTL2 CTL2 CL   OSL     -0.15    1   180.00 ! methyl propionate, 12/92']",2902
CTL2,CTL2,CL,OSL,0.53,2.0,180.0,"['methyl propionate, 12/92']",2903
,,,,,,,"['Unparsed line: CTL3 CTL2 CL   OSL     -0.15    1   180.00 ! methyl propionate, 12/92']",2904
CTL3,CTL2,CL,OSL,0.53,2.0,180.0,"['methyl propionate, 12/92']",2905
X,CTL2,NTL,X,0.26,3.0,0.0,['tetramethylammonium'],2906
X,CTL5,NTL,X,0.23,3.0,0.0,['tetramethylammonium'],2907
X,CTL2,NH3L,X,0.1,3.0,0.0,['ethanolamine'],2908
NH3L,CTL2,CTL2,OHL,0.7,1.0,180.0,['ethanolamine'],2909
NH3L,CTL2,CTL2,OSL,0.7,1.0,180.0,['ethanolamine'],2910
NTL,CTL2,CTL2,OHL,4.3,1.0,180.0,"['choline, 12/92']",2911
,,,,,,,"['Unparsed line: NTL  CTL2 CTL2 OHL     -0.4     3   180.00 ! choline, 12/92']",2912
NTL,CTL2,CTL2,OSL,3.3,1.0,180.0,"['choline, 12/92']",2913
,,,,,,,"['Unparsed line: NTL  CTL2 CTL2 OSL     -0.4     3   180.00 ! choline, 12/92']",2914
X,CTL1,CTL1,X,0.2,3.0,0.0,"['alkane, 3/92']",2915
X,CTL1,CTL2,X,0.2,3.0,0.0,"['alkane, 3/92']",2916
X,CTL1,CTL3,X,0.2,3.0,0.0,"['alkane, 3/92']",2917
X,CTL2,CTL2,X,0.19,3.0,0.0,"['alkane, 4/98, yin and mackerell']",2918
X,CTL2,CTL3,X,0.16,3.0,0.0,"['alkane, 4/98, yin and mackerell']",2919
X,CTL3,CTL3,X,0.1525,3.0,0.0,"['alkane, 4/98, yin and mackerell']",2920
CTL3,CTL2,CTL2,CTL3,0.1,2.0,180.0,"['alkane, 4/98, adm jr., lower butane gauche conformer']",2921
CTL3,CTL2,CTL2,CTL3,0.15,4.0,0.0,"['alkane, 4/98, adm jr.']",2922
CTL3,CTL2,CTL2,CTL3,0.1,6.0,180.0,"['alkane, 4/98, adm jr.']",2923
CTL2,CTL2,CTL2,CTL3,0.1,2.0,180.0,"['alkane, 4/98, adm jr.']",2924
CTL2,CTL2,CTL2,CTL3,0.15,4.0,0.0,"['alkane, 4/98, adm jr.']",2925
CTL2,CTL2,CTL2,CTL3,0.1,6.0,180.0,"['alkane, 4/98, adm jr.']",2926
CTL2,CTL2,CTL2,CTL2,0.1,2.0,180.0,"['alkane, 4/98, adm jr.']",2927
CTL2,CTL2,CTL2,CTL2,0.15,4.0,0.0,"['alkane, 4/98, adm jr.']",2928
CTL2,CTL2,CTL2,CTL2,0.1,6.0,180.0,"['alkane, 4/98, adm jr.']",2929
HAL3,CTL3,OSL,SL,0.0,3.0,0.0,['methylsulfate'],2930
CTL2,OSL,SL,O2L,0.0,3.0,0.0,['methylsulfate'],2931
CTL3,OSL,SL,O2L,0.0,3.0,0.0,['methylsulfate'],2932
HEL1,CEL1,CEL1,HEL1,1.0,2.0,180.0,"['2-butene, adm jr., 8/98 update']",2933
CTL3,CEL1,CEL1,HEL1,1.0,2.0,180.0,"['2-butene, adm jr., 8/98 update']",2934
X,CEL1,CEL1,X,0.15,1.0,0.0,"['2-butene, adm jr., 2/00 update']",2935
X,CEL1,CEL1,X,8.5,2.0,180.0,"['2-butene, adm jr., 2/00 update']",2936
X,CEL2,CEL2,X,4.9,2.0,180.0,"['ethene, yin,adm jr., 12/95']",2937
CTL2,CEL1,CEL2,HEL2,5.2,2.0,180.0,"['propene, yin,adm jr., 12/95']",2938
CTL3,CEL1,CEL2,HEL2,5.2,2.0,180.0,"['propene, yin,adm jr., 12/95']",2939
HEL1,CEL1,CEL2,HEL2,5.2,2.0,180.0,"['propene, yin,adm jr., 12/95']",2940
CEL1,CEL1,CTL2,HAL2,0.03,3.0,0.0,"['butene, yin,adm jr., 12/95']",2941
CEL1,CEL1,CTL3,HAL3,0.03,3.0,0.0,"['butene, yin,adm jr., 12/95']",2942
CEL1,CEL1,CTL2,CTL2,0.5,1.0,180.0,"['1-butene, adm jr., 2/00 update']",2943
CEL1,CEL1,CTL2,CTL2,1.3,3.0,180.0,"['1-butene, adm jr., 2/00 update']",2944
CEL1,CEL1,CTL2,CTL3,0.5,1.0,180.0,"['1-butene, adm jr., 2/00 update']",2945
CEL1,CEL1,CTL2,CTL3,1.3,3.0,180.0,"['1-butene, adm jr., 2/00 update']",2946
CEL2,CEL1,CTL2,CTL2,0.5,1.0,180.0,"['1-butene, adm jr., 2/00 update']",2947
CEL2,CEL1,CTL2,CTL2,1.3,3.0,180.0,"['1-butene, adm jr., 2/00 update']",2948
CEL2,CEL1,CTL2,CTL3,0.5,1.0,180.0,"['1-butene, adm jr., 2/00 update']",2949
CEL2,CEL1,CTL2,CTL3,1.3,3.0,180.0,"['1-butene, adm jr., 2/00 update']",2950
CEL2,CEL1,CTL2,HAL2,0.12,3.0,0.0,"['1-butene, yin,adm jr., 12/95']",2951
CEL2,CEL1,CTL3,HAL3,0.05,3.0,180.0,"['propene, yin,adm jr., 12/95']",2952
HEL1,CEL1,CTL2,CTL2,0.12,3.0,0.0,"['butene, yin,adm jr., 12/95']",2953
HEL1,CEL1,CTL2,CTL3,0.12,3.0,0.0,"['butene, yin,adm jr., 12/95']",2954
HEL1,CEL1,CTL2,HAL2,0.0,3.0,0.0,"['butene, adm jr., 2/00 update']",2955
HEL1,CEL1,CTL3,HAL3,0.0,3.0,0.0,"['butene, adm jr., 2/00 update', '1,4-dipentene, adm jr., 2/00']",2956
CEL2,CEL1,CTL2,CEL1,1.2,1.0,180.0,"['1,4-dipentene']",2958
CEL2,CEL1,CTL2,CEL1,0.4,2.0,180.0,"['1,4-dipentene']",2959
CEL2,CEL1,CTL2,CEL1,1.3,3.0,180.0,"['1,4-dipentene']",2960
CEL1,CTL2,CEL1,HEL1,0.0,2.0,0.0,"['1,4-dipentene']",2961
CEL1,CTL2,CEL1,HEL1,0.0,3.0,0.0,"['1,4-dipentene', '2,5-diheptene, adm jr., 2/00', 'for CIS double bonds in polyunsaturated lipids (default)']",2962
CEL1,CEL1,CTL2,CEL1,1.0,1.0,180.0,"['2,5-diheptane']",2965
CEL1,CEL1,CTL2,CEL1,0.1,2.0,0.0,"['2,5-diheptane']",2966
CEL1,CEL1,CTL2,CEL1,0.3,3.0,180.0,"['2,5-diheptane']",2967
CEL1,CEL1,CTL2,CEL1,0.2,4.0,0.0,"['2,5-diheptane', 'for TRANS double bonds in polyunsaturated lipids', 'uncomment following 4 lines and comment previous 4 lines to use', 'CEL1 CEL1 CTL2 CEL1     1.200  1    180.00 !2,5-diheptane', 'CEL1 CEL1 CTL2 CEL1     0.200  2    180.00 !2,5-diheptane', 'CEL1 CEL1 CTL2 CEL1     1.200  3    180.00 !2,5-diheptane', 'CEL1 CEL1 CTL2 CEL1     0.100  4    180.00 !2,5-diheptane', 'methylbutyrate']",2968
CTL3,CTL2,CTL2,CL,0.21,1.0,180.0,[],2976
CTL3,CTL2,CTL2,CL,0.39,2.0,0.0,[],2977
CTL3,CTL2,CTL2,CL,0.35,3.0,180.0,[],2978
CTL3,CTL2,CTL2,CL,0.11,4.0,0.0,[],2979
CTL3,CTL2,CTL2,CL,0.09,6.0,180.0,[],2980
CTL2,CTL2,CTL2,CL,0.21,1.0,180.0,[],2981
CTL2,CTL2,CTL2,CL,0.39,2.0,0.0,[],2982
CTL2,CTL2,CTL2,CL,0.35,3.0,180.0,[],2983
CTL2,CTL2,CTL2,CL,0.11,4.0,0.0,[],2984
CTL2,CTL2,CTL2,CL,0.09,6.0,180.0,['Silica'],2985
X,SC4,OC23,X,0.0,0.0,0.0,[],2989
X,SC4,OC24,X,0.0,0.0,0.0,['Clay minerals'],2990
X,SY1,OY1,X,0.0,0.0,0.0,[],2992
X,SY1,OY2,X,0.0,0.0,0.0,[],2993
X,SY1,OY3,X,0.0,0.0,0.0,[],2994
X,SY1,OY4,X,0.0,0.0,0.0,[],2995
X,SY1,OY7,X,0.0,0.0,0.0,[],2996
X,SY2,OY1,X,0.0,0.0,0.0,[],2997
X,SY2,OY2,X,0.0,0.0,0.0,[],2998
X,SY2,OY3,X,0.0,0.0,0.0,[],2999
X,SY2,OY5,X,0.0,0.0,0.0,[],3000
X,SY2,OY8,X,0.0,0.0,0.0,[],3001
X,AYT1,OY1,X,0.0,0.0,0.0,[],3002
X,AYT1,OY2,X,0.0,0.0,0.0,[],3003
X,AYT1,OY3,X,0.0,0.0,0.0,[],3004
X,AYT1,OY4,X,0.0,0.0,0.0,[],3005
X,AYT1,OY7,X,0.0,0.0,0.0,[],3006
X,AYT2,OY1,X,0.0,0.0,0.0,[],3007
X,AYT2,OY2,X,0.0,0.0,0.0,[],3008
X,AYT2,OY3,X,0.0,0.0,0.0,[],3009
X,AYT2,OY5,X,0.0,0.0,0.0,[],3010
X,AYT2,OY8,X,0.0,0.0,0.0,[],3011
X,AY1,OY4,X,0.0,0.0,0.0,[],3012
X,AY1,OY5,X,0.0,0.0,0.0,[],3013
X,AY1,OY6,X,0.0,0.0,0.0,[],3014
X,AY1,OY7,X,0.0,0.0,0.0,[],3015
X,AY1,OY8,X,0.0,0.0,0.0,[],3016
X,AY1,OY9,X,0.0,0.0,0.0,[],3017
X,AY2,OY4,X,0.0,0.0,0.0,[],3018
X,AY2,OY5,X,0.0,0.0,0.0,[],3019
X,AY2,OY6,X,0.0,0.0,0.0,[],3020
X,AY2,OY7,X,0.0,0.0,0.0,[],3021
X,AY2,OY8,X,0.0,0.0,0.0,[],3022
X,AY2,OY9,X,0.0,0.0,0.0,[],3023
X,SY1,OC24,X,0.0,0.0,0.0,[],3024
X,SY2,OC24,X,0.0,0.0,0.0,[],3025
X,AYT1,OC24,X,0.0,0.0,0.0,[],3026
X,AYT2,OC24,X,0.0,0.0,0.0,[],3027
X,AC1,OC3,X,0.0,0.0,0.0,[],3030
X,AC1,OC4,X,0.0,0.0,0.0,[],3031
X,PAP,OAP1,X,0.0,0.0,0.0,[],3034
